"city","city_ascii","state_id","state_name","county_name"
"Rhododendron","Rhododendron","OR","Oregon","Clackamas"
"Edgewater Park","Edgewater Park","OK","Oklahoma","Comanche"
"Alfarata","Alfarata","PA","Pennsylvania","Mifflin"
"Bobo","Bobo","MS","Mississippi","Coahoma"
"Alsey","Alsey","IL","Illinois","Scott"
"Study Butte","Study Butte","TX","Texas","Brewster"
"Highland Park","Highland Park","FL","Florida","Polk"
"Lyden","Lyden","NM","New Mexico","Rio Arriba"
"Malaga","Malaga","NM","New Mexico","Eddy"
"Dunreith","Dunreith","IN","Indiana","Henry"
"Neck City","Neck City","MO","Missouri","Jasper"
"Ogden","Ogden","AR","Arkansas","Little River"
"Graceton","Graceton","PA","Pennsylvania","Indiana"
"Cloverdale","Cloverdale","OH","Ohio","Putnam"
"Brave","Brave","PA","Pennsylvania","Greene"
"Campbellton","Campbellton","FL","Florida","Jackson"
"Toston","Toston","MT","Montana","Broadwater"
"Grafton","Grafton","NE","Nebraska","Fillmore"
"Franklin","Franklin","MD","Maryland","Allegany"
"Lane","Lane","KS","Kansas","Franklin"
"Lidderdale","Lidderdale","IA","Iowa","Carroll"
"Seldovia","Seldovia","AK","Alaska","Kenai Peninsula"
"Adin","Adin","CA","California","Modoc"
"Napoleon","Napoleon","MO","Missouri","Lafayette"
"Longville","Longville","MN","Minnesota","Cass"
"Newry","Newry","SC","South Carolina","Oconee"
"Harding","Harding","IL","Illinois","LaSalle"
"Tajique","Tajique","NM","New Mexico","Torrance"
"Blue Valley","Blue Valley","CO","Colorado","Clear Creek"
"Portis","Portis","KS","Kansas","Osborne"
"Hurdland","Hurdland","MO","Missouri","Knox"
"Weldona","Weldona","CO","Colorado","Morgan"
"Falkland","Falkland","NC","North Carolina","Pitt"
"Falcon","Falcon","NC","North Carolina","Cumberland"
"Parkman","Parkman","OH","Ohio","Geauga"
"Damar","Damar","KS","Kansas","Rooks"
"Galt","Galt","MO","Missouri","Grundy"
"Bienville","Bienville","LA","Louisiana","Bienville"
"Mount Gretna","Mount Gretna","PA","Pennsylvania","Lebanon"
"Ringgold","Ringgold","TX","Texas","Montague"
"Robertsville","Robertsville","OH","Ohio","Stark"
"Gilson","Gilson","IL","Illinois","Knox"
"Fairford","Fairford","AL","Alabama","Washington"
"Casanova","Casanova","PA","Pennsylvania","Centre"
"Emerald Beach","Emerald Beach","MO","Missouri","Barry"
"Eugene","Eugene","MO","Missouri","Cole"
"Glidden","Glidden","WI","Wisconsin","Ashland"
"Riverdale","Riverdale","ND","North Dakota","McLean"
"Oak Grove","Oak Grove","AR","Arkansas","Pope"
"Whitehaven","Whitehaven","MD","Maryland","Wicomico"
"Palmer","Palmer","KS","Kansas","Washington"
"Corn Creek","Corn Creek","SD","South Dakota","Mellette"
"Trimountain","Trimountain","MI","Michigan","Houghton"
"Boyd","Boyd","MN","Minnesota","Lac qui Parle"
"Sylvia","Sylvia","KS","Kansas","Reno"
"Shoal Creek Estates","Shoal Creek Estates","MO","Missouri","Newton"
"Mount Holly","Mount Holly","AR","Arkansas","Union"
"Kokomo","Kokomo","MS","Mississippi","Marion"
"Westphalia","Westphalia","IA","Iowa","Shelby"
"Loomis","Loomis","MI","Michigan","Isabella"
"Dwale","Dwale","KY","Kentucky","Floyd"
"Henlopen Acres","Henlopen Acres","DE","Delaware","Sussex"
"Alcan Border","Alcan Border","AK","Alaska","Southeast Fairbanks"
"Elmdale","Elmdale","MN","Minnesota","Morrison"
"Cooksville","Cooksville","IL","Illinois","McLean"
"Auburn","Auburn","IA","Iowa","Sac"
"Chula","Chula","MO","Missouri","Livingston"
"New Schaefferstown","New Schaefferstown","PA","Pennsylvania","Berks"
"Clio","Clio","CA","California","Plumas"
"Barnesville","Barnesville","MD","Maryland","Montgomery"
"Gladstone","Gladstone","IL","Illinois","Henderson"
"Tillar","Tillar","AR","Arkansas","Drew"
"Hill View Heights","Hill View Heights","WY","Wyoming","Weston"
"Denton","Denton","NE","Nebraska","Lancaster"
"Bairoil","Bairoil","WY","Wyoming","Sweetwater"
"Carthage","Carthage","SD","South Dakota","Miner"
"South Frydek","South Frydek","TX","Texas","Austin"
"Williams","Williams","SC","South Carolina","Colleton"
"Fox","Fox","AK","Alaska","Fairbanks North Star"
"Regent","Regent","ND","North Dakota","Hettinger"
"Spring Garden","Spring Garden","AL","Alabama","Cherokee"
"Reeves","Reeves","LA","Louisiana","Allen"
"Mount Lebanon","Mount Lebanon","LA","Louisiana","Bienville"
"Goodmanville","Goodmanville","CA","California","Kern"
"Scotia","Scotia","SC","South Carolina","Hampton"
"North Washington","North Washington","IA","Iowa","Chickasaw"
"Cosby","Cosby","MO","Missouri","Andrew"
"Hubbard","Hubbard","NE","Nebraska","Dakota"
"Mitchell","Mitchell","OR","Oregon","Wheeler"
"Hunnewell","Hunnewell","MO","Missouri","Shelby"
"Rumsey","Rumsey","CA","California","Yolo"
"Stoney Point","Stoney Point","OK","Oklahoma","Sequoyah"
"Clarksville","Clarksville","PA","Pennsylvania","Greene"
"Wing","Wing","ND","North Dakota","Burleigh"
"Bier","Bier","MD","Maryland","Allegany"
"Warwick","Warwick","OK","Oklahoma","Lincoln"
"Pine Apple","Pine Apple","AL","Alabama","Wilcox"
"Old Bennington","Old Bennington","VT","Vermont","Bennington"
"Edison","Edison","NE","Nebraska","Furnas"
"Poneto","Poneto","IN","Indiana","Wells"
"Onward","Onward","IN","Indiana","Cass"
"Plaucheville","Plaucheville","LA","Louisiana","Avoyelles"
"Jalapa","Jalapa","IN","Indiana","Grant"
"McNary","McNary","LA","Louisiana","Rapides"
"Oconee","Oconee","IL","Illinois","Shelby"
"Lodge","Lodge","SC","South Carolina","Colleton"
"Salesville","Salesville","OH","Ohio","Guernsey"
"Lima","Lima","IL","Illinois","Adams"
"Devol","Devol","OK","Oklahoma","Cotton"
"Woodburn","Woodburn","IA","Iowa","Clarke"
"Coxton","Coxton","KY","Kentucky","Harlan"
"Lavina","Lavina","MT","Montana","Golden Valley"
"Freedom","Freedom","WY","Wyoming","Lincoln"
"Tibes","Tibes","PR","Puerto Rico","Ponce"
"Belvue","Belvue","KS","Kansas","Pottawatomie"
"Meadowview Estates","Meadowview Estates","KY","Kentucky","Jefferson"
"Wheatcroft","Wheatcroft","KY","Kentucky","Webster"
"Lockington","Lockington","OH","Ohio","Shelby"
"East Nicolaus","East Nicolaus","CA","California","Sutter"
"Leonard","Leonard","OK","Oklahoma","Tulsa"
"Havensville","Havensville","KS","Kansas","Pottawatomie"
"Pinos Altos","Pinos Altos","NM","New Mexico","Grant"
"Geneva","Geneva","IA","Iowa","Franklin"
"Sidman","Sidman","PA","Pennsylvania","Cambria"
"Garrattsville","Garrattsville","NY","New York","Otsego"
"Burnside","Burnside","PA","Pennsylvania","Clearfield"
"Falun","Falun","KS","Kansas","Saline"
"Goodland","Goodland","FL","Florida","Collier"
"Organ","Organ","NM","New Mexico","Doña Ana"
"Fall River","Fall River","KS","Kansas","Greenwood"
"Belgrade","Belgrade","NE","Nebraska","Nance"
"Linn Grove","Linn Grove","IA","Iowa","Buena Vista"
"Bosworth","Bosworth","MO","Missouri","Carroll"
"Lester","Lester","AL","Alabama","Limestone"
"Marblemount","Marblemount","WA","Washington","Skagit"
"Stockton","Stockton","IA","Iowa","Muscatine"
"Parnell","Parnell","MO","Missouri","Nodaway"
"Shumway","Shumway","IL","Illinois","Effingham"
"St. Johns","St. Johns","IL","Illinois","Perry"
"Pierson","Pierson","MI","Michigan","Montcalm"
"Buckatunna","Buckatunna","MS","Mississippi","Wayne"
"Olds","Olds","IA","Iowa","Henry"
"Stites","Stites","ID","Idaho","Idaho"
"Humnoke","Humnoke","AR","Arkansas","Lonoke"
"Jeddo","Jeddo","PA","Pennsylvania","Luzerne"
"Roca","Roca","NE","Nebraska","Lancaster"
"Unionville","Unionville","MT","Montana","Lewis and Clark"
"Hopewell","Hopewell","PA","Pennsylvania","Bedford"
"Ocotillo","Ocotillo","CA","California","Imperial"
"Fort Washington","Fort Washington","CA","California","Fresno"
"Coffey","Coffey","MO","Missouri","Daviess"
"Lime Ridge","Lime Ridge","WI","Wisconsin","Sauk"
"Makena","Makena","HI","Hawaii","Maui"
"Mendes","Mendes","GA","Georgia","Tattnall"
"Mulkeytown","Mulkeytown","IL","Illinois","Franklin"
"Arroyo Gardens","Arroyo Gardens","TX","Texas","Cameron"
"Wilsey","Wilsey","KS","Kansas","Morris"
"Bee","Bee","OK","Oklahoma","Johnston"
"Old Fort","Old Fort","OH","Ohio","Seneca"
"Hublersburg","Hublersburg","PA","Pennsylvania","Centre"
"Aspers","Aspers","PA","Pennsylvania","Adams"
"Redstone","Redstone","CO","Colorado","Pitkin"
"Kamaili","Kamaili","HI","Hawaii","Hawaii"
"Kamrar","Kamrar","IA","Iowa","Hamilton"
"Rondo","Rondo","AR","Arkansas","Lee"
"Knoxville","Knoxville","GA","Georgia","Crawford"
"Centerville","Centerville","CA","California","Fresno"
"Rackerby","Rackerby","CA","California","Butte"
"Emmett","Emmett","KS","Kansas","Pottawatomie"
"Norge","Norge","OK","Oklahoma","Grady"
"Beaverton","Beaverton","AL","Alabama","Lamar"
"Maunie","Maunie","IL","Illinois","White"
"Sedgwick","Sedgwick","CO","Colorado","Sedgwick"
"New Burnside","New Burnside","IL","Illinois","Johnson"
"Ulysses","Ulysses","NE","Nebraska","Butler"
"Norwood","Norwood","MI","Michigan","Charlevoix"
"Beaver Marsh","Beaver Marsh","OR","Oregon","Klamath"
"Roadstown","Roadstown","NJ","New Jersey","Cumberland"
"Cubero","Cubero","NM","New Mexico","Cibola"
"Alverda","Alverda","PA","Pennsylvania","Indiana"
"San Jon","San Jon","NM","New Mexico","Quay"
"Finland","Finland","MN","Minnesota","Lake"
"Grand Marsh","Grand Marsh","WI","Wisconsin","Adams"
"South Hero","South Hero","VT","Vermont","Grand Isle"
"Jefferson","Jefferson","NY","New York","Schoharie"
"Geneva","Geneva","GA","Georgia","Talbot"
"Garden City","Garden City","CO","Colorado","Weld"
"Verdi","Verdi","CA","California","Sierra"
"Talladega Springs","Talladega Springs","AL","Alabama","Talladega"
"Coyanosa","Coyanosa","TX","Texas","Pecos"
"Amsterdam","Amsterdam","MT","Montana","Gallatin"
"Fostoria","Fostoria","IA","Iowa","Clay"
"St. Leo","St. Leo","MN","Minnesota","Yellow Medicine"
"Lawrence","Lawrence","IL","Illinois","McHenry"
"Glen Wilton","Glen Wilton","VA","Virginia","Botetourt"
"Ensign","Ensign","KS","Kansas","Gray"
"Idaville","Idaville","PA","Pennsylvania","Adams"
"Monterey","Monterey","VA","Virginia","Highland"
"Spurgeon","Spurgeon","IN","Indiana","Pike"
"Los Berros","Los Berros","CA","California","San Luis Obispo"
"Corning","Corning","KS","Kansas","Nemaha"
"Lazear","Lazear","CO","Colorado","Delta"
"Palisade","Palisade","MN","Minnesota","Aitkin"
"Loma Grande","Loma Grande","TX","Texas","Zavala"
"Bay Center","Bay Center","WA","Washington","Pacific"
"Rhame","Rhame","ND","North Dakota","Bowman"
"Westford","Westford","VT","Vermont","Chittenden"
"Red Hill","Red Hill","PA","Pennsylvania","Blair"
"Whiting","Whiting","MO","Missouri","Mississippi"
"Kramer","Kramer","IN","Indiana","Warren"
"St. Martin","St. Martin","OH","Ohio","Brown"
"Lodoga","Lodoga","CA","California","Colusa"
"Miramiguoa Park","Miramiguoa Park","MO","Missouri","Franklin"
"Severy","Severy","KS","Kansas","Greenwood"
"Sarita","Sarita","TX","Texas","Kenedy"
"Latty","Latty","OH","Ohio","Paulding"
"Harrells","Harrells","NC","North Carolina","Sampson"
"Bellville","Bellville","GA","Georgia","Evans"
"Guthrie","Guthrie","TX","Texas","King"
"Runnelstown","Runnelstown","MS","Mississippi","Perry"
"Bone Gap","Bone Gap","IL","Illinois","Edwards"
"Hodges","Hodges","SC","South Carolina","Greenwood"
"Weingarten","Weingarten","MO","Missouri","Ste. Genevieve"
"Valley Hi","Valley Hi","OH","Ohio","Logan"
"Farnam","Farnam","NE","Nebraska","Dawson"
"Peever Flats","Peever Flats","SD","South Dakota","Roberts"
"Volin","Volin","SD","South Dakota","Yankton"
"Klagetoh","Klagetoh","AZ","Arizona","Apache"
"Hanover","Hanover","VA","Virginia","Hanover"
"Moran","Moran","TX","Texas","Shackelford"
"Lewis","Lewis","CO","Colorado","Montezuma"
"Little Meadows","Little Meadows","PA","Pennsylvania","Susquehanna"
"Deering","Deering","AK","Alaska","Northwest Arctic"
"Ames","Ames","NY","New York","Montgomery"
"Mission Woods","Mission Woods","KS","Kansas","Johnson"
"Louisville","Louisville","KS","Kansas","Pottawatomie"
"Cameron","Cameron","LA","Louisiana","Cameron"
"Merom","Merom","IN","Indiana","Sullivan"
"Nachusa","Nachusa","IL","Illinois","Lee"
"Whitesboro","Whitesboro","OK","Oklahoma","Le Flore"
"Captiva","Captiva","FL","Florida","Lee"
"Wellersburg","Wellersburg","PA","Pennsylvania","Somerset"
"Garvin","Garvin","OK","Oklahoma","McCurtain"
"Gilman","Gilman","VT","Vermont","Essex"
"Marquand","Marquand","MO","Missouri","Madison"
"Golovin","Golovin","AK","Alaska","Nome"
"Beverly","Beverly","KS","Kansas","Lincoln"
"Sinai","Sinai","SD","South Dakota","Brookings"
"Leota","Leota","MN","Minnesota","Nobles"
"Silex","Silex","MO","Missouri","Lincoln"
"Belknap","Belknap","IL","Illinois","Johnson"
"La Tour","La Tour","MO","Missouri","Johnson"
"Itmann","Itmann","WV","West Virginia","Wyoming"
"Pageton","Pageton","WV","West Virginia","McDowell"
"De Smet","De Smet","ID","Idaho","Benewah"
"Kittrell","Kittrell","NC","North Carolina","Vance"
"Washington","Washington","NE","Nebraska","Washington"
"Hartly","Hartly","DE","Delaware","Kent"
"Amenia","Amenia","ND","North Dakota","Cass"
"Carpenter","Carpenter","WY","Wyoming","Laramie"
"Ulen","Ulen","IN","Indiana","Boone"
"Summit Station","Summit Station","PA","Pennsylvania","Schuylkill"
"Reading","Reading","KS","Kansas","Lyon"
"Wimbledon","Wimbledon","ND","North Dakota","Barnes"
"Crisman","Crisman","CO","Colorado","Boulder"
"Williamson","Williamson","IA","Iowa","Lucas"
"Bridgewater","Bridgewater","CT","Connecticut","Litchfield"
"Falls View","Falls View","WV","West Virginia","Fayette"
"Broughton","Broughton","IL","Illinois","Hamilton"
"Parkdale","Parkdale","AR","Arkansas","Ashley"
"Lenhartsville","Lenhartsville","PA","Pennsylvania","Berks"
"Taunton","Taunton","MN","Minnesota","Lyon"
"Millersburg","Millersburg","IA","Iowa","Iowa"
"Washta","Washta","IA","Iowa","Cherokee"
"Truesdale","Truesdale","IA","Iowa","Buena Vista"
"Pence","Pence","IN","Indiana","Warren"
"McClelland","McClelland","IA","Iowa","Pottawattamie"
"Tow","Tow","TX","Texas","Llano"
"Pilot Mound","Pilot Mound","IA","Iowa","Boone"
"Faceville","Faceville","GA","Georgia","Decatur"
"Rantoul","Rantoul","KS","Kansas","Franklin"
"Klondike","Klondike","MD","Maryland","Allegany"
"Hooper","Hooper","CO","Colorado","Alamosa"
"Anton Chico","Anton Chico","NM","New Mexico","Guadalupe"
"Divide","Divide","CO","Colorado","Teller"
"Bates City","Bates City","MO","Missouri","Lafayette"
"New Haven","New Haven","VT","Vermont","Addison"
"Vanceboro","Vanceboro","ME","Maine","Washington"
"Broadview","Broadview","MT","Montana","Yellowstone"
"Artois","Artois","CA","California","Glenn"
"Lorraine","Lorraine","KS","Kansas","Ellsworth"
"Eden","Eden","SD","South Dakota","Marshall"
"Cannonsburg","Cannonsburg","MI","Michigan","Kent"
"Fernan Lake Village","Fernan Lake Village","ID","Idaho","Kootenai"
"Holcombe","Holcombe","WI","Wisconsin","Chippewa"
"Matoaka","Matoaka","WV","West Virginia","Mercer"
"Atlanta","Atlanta","LA","Louisiana","Winn"
"Center","Center","NE","Nebraska","Knox"
"Strathmere","Strathmere","NJ","New Jersey","Cape May"
"Potlicker Flats","Potlicker Flats","PA","Pennsylvania","Mifflin"
"Bridgewater","Bridgewater","IA","Iowa","Adair"
"Midland","Midland","VA","Virginia","Fauquier"
"East Shore","East Shore","CA","California","Plumas"
"East Sharpsburg","East Sharpsburg","PA","Pennsylvania","Blair"
"Grand Falls Plaza","Grand Falls Plaza","MO","Missouri","Newton"
"Raymond City","Raymond City","WV","West Virginia","Putnam"
"Forada","Forada","MN","Minnesota","Douglas"
"Venedocia","Venedocia","OH","Ohio","Van Wert"
"Page","Page","NE","Nebraska","Holt"
"Saltillo","Saltillo","IN","Indiana","Washington"
"White Water","White Water","OK","Oklahoma","Delaware"
"Honey Hill","Honey Hill","OK","Oklahoma","Adair"
"Prairieburg","Prairieburg","IA","Iowa","Linn"
"Rock Falls","Rock Falls","IA","Iowa","Cerro Gordo"
"Concord","Concord","NE","Nebraska","Dixon"
"Chapin","Chapin","IA","Iowa","Franklin"
"Blue Mountain","Blue Mountain","AR","Arkansas","Logan"
"Donnellson","Donnellson","IL","Illinois","Montgomery"
"Birmingham","Birmingham","MO","Missouri","Clay"
"Mountain Meadows","Mountain Meadows","CO","Colorado","Boulder"
"Silver Creek","Silver Creek","MN","Minnesota","Wright"
"Glendora","Glendora","MS","Mississippi","Tallahatchie"
"Priddy","Priddy","TX","Texas","Mills"
"Keyes","Keyes","OK","Oklahoma","Cimarron"
"Rio en Medio","Rio en Medio","NM","New Mexico","Santa Fe"
"Chesapeake Landing","Chesapeake Landing","MD","Maryland","Kent"
"Petty","Petty","TX","Texas","Lamar"
"Edgewater Estates","Edgewater Estates","TX","Texas","San Patricio"
"Ruthville","Ruthville","ND","North Dakota","Ward"
"Maple Grove","Maple Grove","MI","Michigan","Benzie"
"Fairmont","Fairmont","OK","Oklahoma","Garfield"
"Slayden","Slayden","TN","Tennessee","Dickson"
"Chatham","Chatham","MI","Michigan","Alger"
"Timblin","Timblin","PA","Pennsylvania","Jefferson"
"North Johns","North Johns","AL","Alabama","Jefferson"
"Lequire","Lequire","OK","Oklahoma","Haskell"
"Aurora Springs","Aurora Springs","MO","Missouri","Miller"
"Oaks","Oaks","MO","Missouri","Clay"
"Smithville","Smithville","IL","Illinois","Peoria"
"Starbuck","Starbuck","WA","Washington","Columbia"
"Rembrandt","Rembrandt","IA","Iowa","Buena Vista"
"Sand Fork","Sand Fork","WV","West Virginia","Gilmer"
"Kimball","Kimball","WV","West Virginia","McDowell"
"Castle","Castle","OK","Oklahoma","Okfuskee"
"Portsmouth","Portsmouth","IA","Iowa","Shelby"
"Muscotah","Muscotah","KS","Kansas","Atchison"
"Elmo","Elmo","MT","Montana","Lake"
"Matlock","Matlock","IA","Iowa","Sioux"
"Vernonburg","Vernonburg","GA","Georgia","Chatham"
"Brooktree Park","Brooktree Park","ND","North Dakota","Cass"
"Baileyville","Baileyville","PA","Pennsylvania","Centre"
"Conroy","Conroy","IA","Iowa","Iowa"
"Marion","Marion","ND","North Dakota","LaMoure"
"Stoy","Stoy","IL","Illinois","Crawford"
"Delta","Delta","AL","Alabama","Clay"
"Vinegar Bend","Vinegar Bend","AL","Alabama","Washington"
"Jacksonport","Jacksonport","AR","Arkansas","Jackson"
"Custer","Custer","MT","Montana","Yellowstone"
"Smithland","Smithland","IA","Iowa","Woodbury"
"Admire","Admire","KS","Kansas","Lyon"
"Mina","Mina","NV","Nevada","Mineral"
"Luray","Luray","KS","Kansas","Russell"
"West Liberty","West Liberty","IL","Illinois","Jasper"
"Spearsville","Spearsville","LA","Louisiana","Union"
"Ronald","Ronald","WA","Washington","Kittitas"
"Meadowlands","Meadowlands","MN","Minnesota","St. Louis"
"Anawalt","Anawalt","WV","West Virginia","McDowell"
"Glen Campbell","Glen Campbell","PA","Pennsylvania","Indiana"
"Conner","Conner","MT","Montana","Ravalli"
"Republican City","Republican City","NE","Nebraska","Harlan"
"Fenwood","Fenwood","WI","Wisconsin","Marathon"
"Castalia","Castalia","IA","Iowa","Winneshiek"
"Omena","Omena","MI","Michigan","Leelanau"
"Brookeville","Brookeville","MD","Maryland","Montgomery"
"Willow Creek","Willow Creek","AK","Alaska","Copper River"
"Ferryville","Ferryville","WI","Wisconsin","Crawford"
"Croweburg","Croweburg","KS","Kansas","Crawford"
"Noonan","Noonan","ND","North Dakota","Divide"
"Caledonia","Caledonia","MO","Missouri","Washington"
"Olancha","Olancha","CA","California","Inyo"
"Marcus","Marcus","WA","Washington","Stevens"
"Brownville","Brownville","NE","Nebraska","Nemaha"
"Maple City","Maple City","MI","Michigan","Leelanau"
"Minnewaukan","Minnewaukan","ND","North Dakota","Benson"
"Slaterville Springs","Slaterville Springs","NY","New York","Tompkins"
"Waverly","Waverly","FL","Florida","Polk"
"Sheffield","Sheffield","VT","Vermont","Caledonia"
"Williamstown","Williamstown","KS","Kansas","Jefferson"
"Garrison","Garrison","MN","Minnesota","Crow Wing"
"Sutherland","Sutherland","UT","Utah","Millard"
"Cassandra","Cassandra","PA","Pennsylvania","Cambria"
"Renick","Renick","MO","Missouri","Randolph"
"Calhoun","Calhoun","IL","Illinois","Richland"
"Bogard","Bogard","MO","Missouri","Carroll"
"Cottageville","Cottageville","WV","West Virginia","Jackson"
"Paradise","Paradise","MT","Montana","Sanders"
"Ruth","Ruth","CA","California","Trinity"
"Pie Town","Pie Town","NM","New Mexico","Catron"
"Newberry","Newberry","IN","Indiana","Greene"
"Pronghorn","Pronghorn","OR","Oregon","Deschutes"
"Quemado","Quemado","NM","New Mexico","Catron"
"Satilla","Satilla","GA","Georgia","Jeff Davis"
"Preemption","Preemption","IL","Illinois","Mercer"
"Fultonham","Fultonham","OH","Ohio","Muskingum"
"Clyde","Clyde","NJ","New Jersey","Somerset"
"Marietta","Marietta","MS","Mississippi","Prentiss"
"Kerr","Kerr","MT","Montana","Lake"
"Mount Auburn","Mount Auburn","IA","Iowa","Benton"
"Claremont","Claremont","IL","Illinois","Richland"
"Kobuk","Kobuk","AK","Alaska","Northwest Arctic"
"Montezuma","Montezuma","CO","Colorado","Summit"
"Bearcreek","Bearcreek","MT","Montana","Carbon"
"Woodston","Woodston","KS","Kansas","Rooks"
"Boynton","Boynton","OK","Oklahoma","Muskogee"
"Amberg","Amberg","WI","Wisconsin","Marinette"
"Creswell","Creswell","NC","North Carolina","Washington"
"Mooreton","Mooreton","ND","North Dakota","Richland"
"Sheakleyville","Sheakleyville","PA","Pennsylvania","Mercer"
"Aspen Springs","Aspen Springs","CA","California","Mono"
"Empire","Empire","NV","Nevada","Washoe"
"Index","Index","WA","Washington","Snohomish"
"Holcomb","Holcomb","IL","Illinois","Ogle"
"Tenakee Springs","Tenakee Springs","AK","Alaska","Hoonah-Angoon"
"Blue Sky","Blue Sky","CO","Colorado","Morgan"
"Preston","Preston","KS","Kansas","Pratt"
"Maish Vaya","Maish Vaya","AZ","Arizona","Pima"
"Kansas","Kansas","OH","Ohio","Seneca"
"Welton","Welton","IA","Iowa","Clinton"
"Fernwood","Fernwood","ID","Idaho","Benewah"
"Woods Landing-Jelm","Woods Landing-Jelm","WY","Wyoming","Albany"
"Barrville","Barrville","PA","Pennsylvania","Mifflin"
"Cambridge","Cambridge","KY","Kentucky","Jefferson"
"Hobble Creek","Hobble Creek","UT","Utah","Utah"
"Greenvale","Greenvale","TN","Tennessee","Wilson"
"Indian Village","Indian Village","IN","Indiana","St. Joseph"
"Hanging Rock","Hanging Rock","OH","Ohio","Lawrence"
"Spray","Spray","OR","Oregon","Wheeler"
"Denton","Denton","MO","Missouri","Pemiscot"
"Hillview","Hillview","IL","Illinois","Greene"
"Panorama Park","Panorama Park","IA","Iowa","Scott"
"Evergreen Colony","Evergreen Colony","SD","South Dakota","Faulk"
"Milton Center","Milton Center","OH","Ohio","Wood"
"Yeoman","Yeoman","IN","Indiana","Carroll"
"Longdale","Longdale","OK","Oklahoma","Blaine"
"Ferris","Ferris","IL","Illinois","Hancock"
"Lutsen","Lutsen","MN","Minnesota","Cook"
"Paloma","Paloma","IL","Illinois","Adams"
"Fronton Ranchettes","Fronton Ranchettes","TX","Texas","Starr"
"Foley","Foley","MO","Missouri","Lincoln"
"Fingal","Fingal","ND","North Dakota","Barnes"
"Keener","Keener","NC","North Carolina","Sampson"
"Cannelburg","Cannelburg","IN","Indiana","Daviess"
"Newald","Newald","WI","Wisconsin","Forest"
"Bascom","Bascom","OH","Ohio","Seneca"
"Idanha","Idanha","OR","Oregon","Marion"
"Ore Hill","Ore Hill","PA","Pennsylvania","Blair"
"Bald Head Island","Bald Head Island","NC","North Carolina","Brunswick"
"Box","Box","OK","Oklahoma","Sequoyah"
"Boykin","Boykin","SC","South Carolina","Kershaw"
"Makaha Valley","Makaha Valley","HI","Hawaii","Honolulu"
"Bingham Lake","Bingham Lake","MN","Minnesota","Cottonwood"
"Waterville","Waterville","IA","Iowa","Allamakee"
"Meansville","Meansville","GA","Georgia","Pike"
"Hazen","Hazen","PA","Pennsylvania","Beaver"
"Troy","Troy","SC","South Carolina","Greenwood"
"Mockingbird Valley","Mockingbird Valley","KY","Kentucky","Jefferson"
"Grayson","Grayson","OK","Oklahoma","Okmulgee"
"O'Kean","O'Kean","AR","Arkansas","Randolph"
"Spaulding","Spaulding","CA","California","Lassen"
"Arcadia","Arcadia","OK","Oklahoma","Oklahoma"
"Shambaugh","Shambaugh","IA","Iowa","Page"
"Templeville","Templeville","MD","Maryland","Caroline"
"Dayville","Dayville","OR","Oregon","Grant"
"West Brooklyn","West Brooklyn","IL","Illinois","Lee"
"Juliustown","Juliustown","NJ","New Jersey","Burlington"
"McFall","McFall","MO","Missouri","Gentry"
"Smolan","Smolan","KS","Kansas","Saline"
"Fulton","Fulton","MI","Michigan","Keweenaw"
"Spring Branch","Spring Branch","TX","Texas","Comal"
"Bivins","Bivins","TX","Texas","Cass"
"Pike","Pike","CA","California","Sierra"
"Maybeury","Maybeury","WV","West Virginia","McDowell"
"Edenborn","Edenborn","PA","Pennsylvania","Fayette"
"Belvoir","Belvoir","NC","North Carolina","Pitt"
"Damon","Damon","TX","Texas","Brazoria"
"Garden","Garden","MI","Michigan","Delta"
"Booneville","Booneville","KY","Kentucky","Owsley"
"Lloyd","Lloyd","FL","Florida","Jefferson"
"Clearmont","Clearmont","MO","Missouri","Nodaway"
"Oconto","Oconto","NE","Nebraska","Custer"
"Parksville","Parksville","SC","South Carolina","McCormick"
"Wadsworth","Wadsworth","NY","New York","Livingston"
"College City","College City","CA","California","Colusa"
"Astoria","Astoria","SD","South Dakota","Deuel"
"Lake Gogebic","Lake Gogebic","MI","Michigan","Ontonagon"
"Elk Creek","Elk Creek","CA","California","Glenn"
"Daykin","Daykin","NE","Nebraska","Jefferson"
"Del Muerto","Del Muerto","AZ","Arizona","Apache"
"Max","Max","NE","Nebraska","Dundy"
"Baileyville","Baileyville","IL","Illinois","Ogle"
"Iron Belt","Iron Belt","WI","Wisconsin","Iron"
"Tonto Village","Tonto Village","AZ","Arizona","Gila"
"Wyaconda","Wyaconda","MO","Missouri","Clark"
"Wallace","Wallace","IN","Indiana","Fountain"
"White Signal","White Signal","NM","New Mexico","Grant"
"Malta Bend","Malta Bend","MO","Missouri","Saline"
"Nilwood","Nilwood","IL","Illinois","Macoupin"
"Springbrook","Springbrook","IA","Iowa","Jackson"
"Holliday","Holliday","MO","Missouri","Monroe"
"Montpelier","Montpelier","IA","Iowa","Muscatine"
"Horse Creek","Horse Creek","SD","South Dakota","Mellette"
"Apple Grove","Apple Grove","WV","West Virginia","Mason"
"Spring Drive Mobile Home Park","Spring Drive Mobile Home Park","PA","Pennsylvania","Blair"
"Mount Eaton","Mount Eaton","OH","Ohio","Wayne"
"Haigler","Haigler","NE","Nebraska","Dundy"
"Redmon","Redmon","IL","Illinois","Edgar"
"Pierpont","Pierpont","SD","South Dakota","Day"
"Everetts","Everetts","NC","North Carolina","Martin"
